Time	Node	FaceId	FaceDescr	Type	Packets	Kilobytes
10	client10	2	dev=local(2)	OutData	894	997.38
10	client10	2	dev=local(2)	DropData	0	0
10	client10	-1	all	SatisfiedInterests	894	0
10	client10	-1	all	TimedOutInterests	0	0
10	client11	0	dev=net(0)	DropInterests	0	0
10	client11	0	dev=net(0)	OutData	0	0
10	client11	0	dev=net(0)	DropData	0	0
10	client11	2	dev=local(2)	DropInterests	0	0
10	client11	2	dev=local(2)	OutData	924	1030.78
10	client11	2	dev=local(2)	DropData	0	0
10	client11	-1	all	SatisfiedInterests	924	0
10	client11	-1	all	TimedOutInterests	0	0
10	client12	0	dev=net(0)	DropInterests	0	0
10	client12	0	dev=net(0)	OutData	0	0
10	client12	0	dev=net(0)	DropData	0	0
10	client12	2	dev=local(2)	DropInterests	0	0
10	client12	2	dev=local(2)	OutData	946	1055.47
10	client12	2	dev=local(2)	DropData	0	0
10	client12	-1	all	SatisfiedInterests	946	0
10	client12	-1	all	TimedOutInterests	0	0
10	client13	0	dev=net(0)	DropInterests	0	0
10	client13	0	dev=net(0)	OutData	0	0
10	client13	0	dev=net(0)	DropData	0	0
10	client13	2	dev=local(2)	DropInterests	0	0
10	client13	2	dev=local(2)	OutData	900	1003.97
10	client13	2	dev=local(2)	DropData	0	0
10	client13	-1	all	SatisfiedInterests	900	0
10	client13	-1	all	TimedOutInterests	0	0
10	client14	0	dev=net(0)	DropInterests	0	0
10	client14	0	dev=net(0)	OutData	0	0
10	client14	0	dev=net(0)	DropData	0	0
10	client14	2	dev=local(2)	DropInterests	0	0
10	client14	2	dev=local(2)	OutData	919	1025.23
10	client14	2	dev=local(2)	DropData	0	0
10	client14	-1	all	SatisfiedInterests	919	0
10	client14	-1	all	TimedOutInterests	0	0
10	client15	0	dev=net(0)	DropInterests	0	0
10	client15	0	dev=net(0)	OutData	0	0
10	client15	0	dev=net(0)	DropData	0	0
10	client15	2	dev=local(2)	DropInterests	0	0
10	client15	2	dev=local(2)	OutData	864	963.932
10	client15	2	dev=local(2)	DropData	0	0
10	client15	-1	all	SatisfiedInterests	864	0
10	client15	-1	all	TimedOutInterests	0	0
10	client16	0	dev=net(0)	DropInterests	0	0
10	client16	0	dev=net(0)	OutData	0	0
10	client16	0	dev=net(0)	DropData	1	1.11816
10	client16	2	dev=local(2)	DropInterests	0	0
10	client16	2	dev=local(2)	OutData	929	1036.4
10	client16	2	dev=local(2)	DropData	0	0
10	client16	-1	all	SatisfiedInterests	929	0
10	client16	-1	all	TimedOutInterests	0	0
10	client17	0	dev=net(0)	DropInterests	0	0
10	client17	0	dev=net(0)	OutData	0	0
10	client17	0	dev=net(0)	DropData	0	0
10	client17	2	dev=local(2)	DropInterests	0	0
10	client17	2	dev=local(2)	OutData	881	982.947
10	client17	2	dev=local(2)	DropData	0	0
10	client17	-1	all	SatisfiedInterests	881	0
10	client17	-1	all	TimedOutInterests	0	0
10	client18	0	dev=net(0)	DropInterests	0	0
10	client18	0	dev=net(0)	OutData	0	0
10	client18	0	dev=net(0)	DropData	0	0
10	client18	2	dev=local(2)	DropInterests	0	0
10	client18	2	dev=local(2)	OutData	936	1044.24
10	client18	2	dev=local(2)	DropData	0	0
10	client18	-1	all	SatisfiedInterests	936	0
10	client18	-1	all	TimedOutInterests	0	0
10	client19	0	dev=net(0)	DropInterests	0	0
10	client19	0	dev=net(0)	OutData	0	0
10	client19	0	dev=net(0)	DropData	1	1.11816
10	client19	2	dev=local(2)	DropInterests	0	0
10	client19	2	dev=local(2)	OutData	934	1042.02
10	client19	2	dev=local(2)	DropData	0	0
10	client19	-1	all	SatisfiedInterests	934	0
10	client19	-1	all	TimedOutInterests	0	0
10	client20	0	dev=net(0)	DropInterests	0	0
10	client20	0	dev=net(0)	OutData	0	0
10	client20	0	dev=net(0)	DropData	0	0
10	client20	2	dev=local(2)	DropInterests	0	0
10	client20	2	dev=local(2)	OutData	904	1008.57
10	client20	2	dev=local(2)	DropData	0	0
10	client20	-1	all	SatisfiedInterests	904	0
10	client20	-1	all	TimedOutInterests	0	0
10	client21	0	dev=net(0)	DropInterests	0	0
10	client21	0	dev=net(0)	OutData	0	0
10	client21	0	dev=net(0)	DropData	0	0
10	client21	2	dev=local(2)	DropInterests	0	0
10	client21	2	dev=local(2)	OutData	911	1016.27
10	client21	2	dev=local(2)	DropData	0	0
10	client21	-1	all	SatisfiedInterests	911	0
10	client21	-1	all	TimedOutInterests	0	0
10	client22	0	dev=net(0)	DropInterests	0	0
10	client22	0	dev=net(0)	OutData	0	0
10	client22	0	dev=net(0)	DropData	1	1.11426
10	client22	2	dev=local(2)	DropInterests	0	0
10	client22	2	dev=local(2)	OutData	874	974.968
10	client22	2	dev=local(2)	DropData	0	0
10	client22	-1	all	SatisfiedInterests	874	0
10	client22	-1	all	TimedOutInterests	0	0
10	client23	0	dev=net(0)	DropInterests	0	0
10	client23	0	dev=net(0)	OutData	0	0
10	client23	0	dev=net(0)	DropData	0	0
10	client23	2	dev=local(2)	DropInterests	0	0
10	client23	2	dev=local(2)	OutData	910	1015.3
10	client23	2	dev=local(2)	DropData	0	0
10	client23	-1	all	SatisfiedInterests	910	0
10	client23	-1	all	TimedOutInterests	0	0
10	client24	0	dev=net(0)	DropInterests	0	0
10	client24	0	dev=net(0)	OutData	0	0
10	client24	0	dev=net(0)	DropData	0	0
10	client24	2	dev=local(2)	DropInterests	0	0
10	client24	2	dev=local(2)	OutData	877	978.492
10	client24	2	dev=local(2)	DropData	0	0
10	client24	-1	all	SatisfiedInterests	877	0
10	client24	-1	all	TimedOutInterests	0	0
10	client25	0	dev=net(0)	DropInterests	0	0
10	client25	0	dev=net(0)	OutData	0	0
10	client25	0	dev=net(0)	DropData	0	0
10	client25	2	dev=local(2)	DropInterests	0	0
10	client25	2	dev=local(2)	OutData	884	986.214
10	client25	2	dev=local(2)	DropData	0	0
10	client25	-1	all	SatisfiedInterests	884	0
10	client25	-1	all	TimedOutInterests	0	0
10	client26	0	dev=net(0)	DropInterests	0	0
10	client26	0	dev=net(0)	OutData	0	0
10	client26	0	dev=net(0)	DropData	0	0
10	client26	2	dev=local(2)	DropInterests	0	0
10	client26	2	dev=local(2)	OutData	905	1009.71
10	client26	2	dev=local(2)	DropData	0	0
10	client26	-1	all	SatisfiedInterests	905	0
10	client26	-1	all	TimedOutInterests	0	0
10	client27	0	dev=net(0)	DropInterests	0	0
10	client27	0	dev=net(0)	OutData	0	0
10	client27	0	dev=net(0)	DropData	0	0
10	client27	2	dev=local(2)	DropInterests	0	0
10	client27	2	dev=local(2)	OutData	892	995.142
10	client27	2	dev=local(2)	DropData	0	0
10	client27	-1	all	SatisfiedInterests	892	0
10	client27	-1	all	TimedOutInterests	0	0
10	client28	0	dev=net(0)	DropInterests	0	0
10	client28	0	dev=net(0)	OutData	0	0
10	client28	0	dev=net(0)	DropData	1	1.11523
10	client28	2	dev=local(2)	DropInterests	0	0
10	client28	2	dev=local(2)	OutData	889	991.811
10	client28	2	dev=local(2)	DropData	0	0
10	client28	-1	all	SatisfiedInterests	889	0
10	client28	-1	all	TimedOutInterests	0	0
10	client29	0	dev=net(0)	DropInterests	0	0
10	client29	0	dev=net(0)	OutData	0	0
10	client29	0	dev=net(0)	DropData	0	0
10	client29	2	dev=local(2)	DropInterests	0	0
10	client29	2	dev=local(2)	OutData	926	1033.14
10	client29	2	dev=local(2)	DropData	0	0
10	client29	-1	all	SatisfiedInterests	926	0
10	client29	-1	all	TimedOutInterests	0	0
10	client30	0	dev=net(0)	DropInterests	0	0
10	client30	0	dev=net(0)	OutData	0	0
10	client30	0	dev=net(0)	DropData	1	1.11523
10	client30	2	dev=local(2)	DropInterests	0	0
10	client30	2	dev=local(2)	OutData	925	1031.95
10	client30	2	dev=local(2)	DropData	0	0
10	client30	-1	all	SatisfiedInterests	925	0
10	client30	-1	all	TimedOutInterests	0	0
10	client31	0	dev=net(0)	DropInterests	0	0
10	client31	0	dev=net(0)	OutData	0	0
10	client31	0	dev=net(0)	DropData	0	0
10	client31	2	dev=local(2)	DropInterests	0	0
10	client31	2	dev=local(2)	OutData	902	1006.29
10	client31	2	dev=local(2)	DropData	0	0
10	client31	-1	all	SatisfiedInterests	902	0
10	client31	-1	all	TimedOutInterests	0	0
10	client32	0	dev=net(0)	DropInterests	0	0
10	client32	0	dev=net(0)	OutData	0	0
10	client32	0	dev=net(0)	DropData	0	0
10	client32	2	dev=local(2)	DropInterests	0	0
10	client32	2	dev=local(2)	OutData	890	992.907
10	client32	2	dev=local(2)	DropData	0	0
10	client32	-1	all	SatisfiedInterests	890	0
10	client32	-1	all	TimedOutInterests	0	0
10	client33	0	dev=net(0)	DropInterests	0	0
10	client33	0	dev=net(0)	OutData	0	0
10	client33	0	dev=net(0)	DropData	0	0
10	client33	2	dev=local(2)	DropInterests	0	0
10	client33	2	dev=local(2)	OutData	910	1015.25
10	client33	2	dev=local(2)	DropData	0	0
10	client33	-1	all	SatisfiedInterests	910	0
10	client33	-1	all	TimedOutInterests	0	0
10	client34	0	dev=net(0)	DropInterests	0	0
10	client34	0	dev=net(0)	OutData	0	0
10	client34	0	dev=net(0)	DropData	0	0
10	client34	2	dev=local(2)	DropInterests	0	0
10	client34	2	dev=local(2)	OutData	926	1033.07
10	client34	2	dev=local(2)	DropData	0	0
10	client34	-1	all	SatisfiedInterests	926	0
10	client34	-1	all	TimedOutInterests	0	0
10	client35	0	dev=net(0)	DropInterests	0	0
10	client35	0	dev=net(0)	OutData	0	0
10	client35	0	dev=net(0)	DropData	0	0
10	client35	2	dev=local(2)	DropInterests	0	0
10	client35	2	dev=local(2)	OutData	901	1005.18
10	client35	2	dev=local(2)	DropData	0	0
10	client35	-1	all	SatisfiedInterests	901	0
10	client35	-1	all	TimedOutInterests	0	0
10	client36	0	dev=net(0)	DropInterests	0	0
10	client36	0	dev=net(0)	OutData	0	0
10	client36	0	dev=net(0)	DropData	0	0
10	client36	2	dev=local(2)	DropInterests	0	0
10	client36	2	dev=local(2)	OutData	875	976.263
10	client36	2	dev=local(2)	DropData	0	0
10	client36	-1	all	SatisfiedInterests	875	0
10	client36	-1	all	TimedOutInterests	0	0
10	client37	0	dev=net(0)	DropInterests	0	0
10	client37	0	dev=net(0)	OutData	0	0
10	client37	0	dev=net(0)	DropData	0	0
10	client37	2	dev=local(2)	DropInterests	0	0
10	client37	2	dev=local(2)	OutData	907	1011.86
10	client37	2	dev=local(2)	DropData	0	0
10	client37	-1	all	SatisfiedInterests	907	0
10	client37	-1	all	TimedOutInterests	0	0
10	client38	0	dev=net(0)	DropInterests	0	0
10	client38	0	dev=net(0)	OutData	0	0
10	client38	0	dev=net(0)	DropData	2	2.22949
10	client38	2	dev=local(2)	DropInterests	0	0
10	client38	2	dev=local(2)	OutData	903	1007.39
10	client38	2	dev=local(2)	DropData	0	0
10	client38	-1	all	SatisfiedInterests	903	0
10	client38	-1	all	TimedOutInterests	0	0
10	client39	0	dev=net(0)	DropInterests	0	0
10	client39	0	dev=net(0)	OutData	0	0
10	client39	0	dev=net(0)	DropData	0	0
10	client39	2	dev=local(2)	DropInterests	0	0
10	client39	2	dev=local(2)	OutData	875	976.242
10	client39	2	dev=local(2)	DropData	0	0
10	client39	-1	all	SatisfiedInterests	875	0
10	client39	-1	all	TimedOutInterests	0	0
10	client40	0	dev=net(0)	DropInterests	0	0
10	client40	0	dev=net(0)	OutData	0	0
10	client40	0	dev=net(0)	DropData	0	0
10	client40	2	dev=local(2)	DropInterests	0	0
10	client40	2	dev=local(2)	OutData	883	985.056
10	client40	2	dev=local(2)	DropData	0	0
10	client40	-1	all	SatisfiedInterests	883	0
10	client40	-1	all	TimedOutInterests	0	0
10	client41	0	dev=net(0)	DropInterests	0	0
10	client41	0	dev=net(0)	OutData	0	0
10	client41	0	dev=net(0)	DropData	0	0
10	client41	2	dev=local(2)	DropInterests	0	0
10	client41	2	dev=local(2)	OutData	912	1017.5
10	client41	2	dev=local(2)	DropData	0	0
10	client41	-1	all	SatisfiedInterests	912	0
10	client41	-1	all	TimedOutInterests	0	0
10	monitor0	0	dev=net(0)	DropInterests	0	0
10	monitor0	0	dev=net(0)	OutData	0	0
10	monitor0	0	dev=net(0)	DropData	15	16.7314
10	monitor0	1	dev=net(1)	DropInterests	552	20.6348
10	monitor0	1	dev=net(1)	OutData	2592	2891.63
10	monitor0	1	dev=net(1)	DropData	0	0
10	monitor0	2	dev=net(2)	DropInterests	624	23.3857
10	monitor0	2	dev=net(2)	OutData	6752	7532.71
10	monitor0	2	dev=net(2)	DropData	0	0
10	monitor0	3	dev=net(3)	DropInterests	255	9.59961
10	monitor0	3	dev=net(3)	OutData	894	997.38
10	monitor0	3	dev=net(3)	DropData	0	0
10	monitor0	5	dev=local(5)	DropInterests	0	0
10	monitor0	5	dev=local(5)	OutData	8881	9907.84
10	monitor0	5	dev=local(5)	DropData	0	0
10	monitor0	-1	all	SatisfiedInterests	8881	0
10	monitor0	-1	all	TimedOutInterests	0	0
10	monitor1	0	dev=net(0)	DropInterests	198	7.42773
10	monitor1	0	dev=net(0)	OutData	911	1016.41
10	monitor1	0	dev=net(0)	DropData	0	0
10	monitor1	1	dev=net(1)	DropInterests	228	8.52441
10	monitor1	1	dev=net(1)	OutData	936	1044.25
10	monitor1	1	dev=net(1)	DropData	0	0
10	monitor1	4	dev=net(4)	DropInterests	158	5.9834
10	monitor1	4	dev=net(4)	OutData	586	653.926
10	monitor1	4	dev=net(4)	DropData	0	0
10	monitor1	5	dev=net(5)	DropInterests	73	2.69141
10	monitor1	5	dev=net(5)	OutData	299	333.395
10	monitor1	5	dev=net(5)	DropData	5	5.58594
10	monitor1	6	dev=net(6)	DropInterests	632	23.709
10	monitor1	6	dev=net(6)	OutData	4820	5377.45
10	monitor1	6	dev=net(6)	DropData	0	0
10	monitor1	7	dev=net(7)	DropInterests	228	8.55371
10	monitor1	7	dev=net(7)	OutData	875	976.082
10	monitor1	7	dev=net(7)	DropData	0	0
10	monitor1	8	dev=net(8)	DropInterests	190	7.12598
10	monitor1	8	dev=net(8)	OutData	924	1030.85
10	monitor1	8	dev=net(8)	DropData	0	0
10	monitor1	10	dev=local(10)	DropInterests	0	0
10	monitor1	10	dev=local(10)	OutData	8427	9401.59
10	monitor1	10	dev=local(10)	DropData	0	0
10	monitor1	-1	all	SatisfiedInterests	8427	0
10	monitor1	-1	all	TimedOutInterests	0	0
10	monitor2	0	dev=net(0)	DropInterests	170	6.27344
10	monitor2	0	dev=net(0)	OutData	2269	2529.92
10	monitor2	0	dev=net(0)	DropData	0	0
10	monitor2	3	dev=net(3)	DropInterests	160	5.9248
10	monitor2	3	dev=net(3)	OutData	1817	2027.22
10	monitor2	3	dev=net(3)	DropData	0	0
10	monitor2	4	dev=net(4)	DropInterests	106	3.94141
10	monitor2	4	dev=net(4)	OutData	927	1034.25
10	monitor2	4	dev=net(4)	DropData	0	0
10	monitor2	5	dev=net(5)	DropInterests	0	0
10	monitor2	5	dev=net(5)	OutData	0	0
10	monitor2	5	dev=net(5)	DropData	0	0
10	monitor2	6	dev=net(6)	DropInterests	0	0
10	monitor2	6	dev=net(6)	OutData	0	0
10	monitor2	6	dev=net(6)	DropData	0	0
10	monitor2	8	dev=local(8)	DropInterests	0	0
10	monitor2	8	dev=local(8)	OutData	2487	2774.86
10	monitor2	8	dev=local(8)	DropData	0	0
10	monitor2	-1	all	SatisfiedInterests	4598	0
10	monitor2	-1	all	TimedOutInterests	0	0
10	monitor3	0	dev=net(0)	DropInterests	0	0
10	monitor3	0	dev=net(0)	OutData	0	0
10	monitor3	0	dev=net(0)	DropData	0	0
10	monitor3	1	dev=net(1)	DropInterests	177	6.65625
10	monitor3	1	dev=net(1)	OutData	891	994.04
10	monitor3	1	dev=net(1)	DropData	0	0
10	monitor3	2	dev=net(2)	DropInterests	140	5.27051
10	monitor3	2	dev=net(2)	OutData	907	1011.94
10	monitor3	2	dev=net(2)	DropData	0	0
10	monitor3	3	dev=net(3)	DropInterests	319	11.9824
10	monitor3	3	dev=net(3)	OutData	2596	2896.2
10	monitor3	3	dev=net(3)	DropData	0	0
10	monitor3	4	dev=net(4)	DropInterests	0	0
10	monitor3	4	dev=net(4)	OutData	0	0
10	monitor3	4	dev=net(4)	DropData	2	2.23242
10	monitor3	5	dev=net(5)	DropInterests	160	6
10	monitor3	5	dev=net(5)	OutData	865	965.047
10	monitor3	5	dev=net(5)	DropData	0	0
10	monitor3	6	dev=net(6)	DropInterests	252	9.43262
10	monitor3	6	dev=net(6)	OutData	1724	1923.35
10	monitor3	6	dev=net(6)	DropData	0	0
10	monitor3	7	dev=net(7)	DropInterests	154	5.76367
10	monitor3	7	dev=net(7)	OutData	902	1006.29
10	monitor3	7	dev=net(7)	DropData	0	0
10	monitor3	9	dev=local(9)	DropInterests	0	0
10	monitor3	9	dev=local(9)	OutData	6748	7528.39
10	monitor3	9	dev=local(9)	DropData	0	0
10	monitor3	-1	all	SatisfiedInterests	6748	0
10	monitor3	-1	all	TimedOutInterests	0	0
10	monitor4	1	dev=net(1)	DropInterests	85	3.3916
10	monitor4	1	dev=net(1)	OutData	295	329.788
10	monitor4	1	dev=net(1)	DropData	1	1.11426
10	monitor4	2	dev=net(2)	DropInterests	121	4.37305
10	monitor4	2	dev=net(2)	OutData	617	687.639
10	monitor4	2	dev=net(2)	DropData	1	1.11816
10	monitor4	3	dev=net(3)	DropInterests	311	11.7188
10	monitor4	3	dev=net(3)	OutData	5669	6326.47
10	monitor4	3	dev=net(3)	DropData	0	0
10	monitor4	4	dev=net(4)	DropInterests	185	6.97363
10	monitor4	4	dev=net(4)	OutData	912	1017.41
10	monitor4	4	dev=net(4)	DropData	0	0
10	monitor4	6	dev=local(6)	DropInterests	0	0
10	monitor4	6	dev=local(6)	OutData	2007	2238.82
10	monitor4	6	dev=local(6)	DropData	0	0
10	monitor4	-1	all	SatisfiedInterests	7373	0
10	monitor4	-1	all	TimedOutInterests	0	0
10	monitor5	2	dev=net(2)	DropInterests	0	0
10	monitor5	2	dev=net(2)	OutData	0	0
10	monitor5	2	dev=net(2)	DropData	0	0
10	monitor5	4	dev=net(4)	DropInterests	0	0
10	monitor5	4	dev=net(4)	OutData	848	944.685
10	monitor5	4	dev=net(4)	DropData	0	0
10	monitor5	-1	all	SatisfiedInterests	848	0
10	monitor5	-1	all	TimedOutInterests	0	0
10	monitor7	0	dev=net(0)	DropInterests	24	0.900391
10	monitor7	0	dev=net(0)	OutData	884	986.295
10	monitor7	0	dev=net(0)	DropData	0	0
10	monitor7	1	dev=net(1)	DropInterests	0	0
10	monitor7	1	dev=net(1)	OutData	0	0
10	monitor7	1	dev=net(1)	DropData	1	1.11523
10	monitor7	2	dev=net(2)	DropInterests	16	0.603516
10	monitor7	2	dev=net(2)	OutData	928	1035.31
10	monitor7	2	dev=net(2)	DropData	0	0
10	monitor7	4	dev=local(4)	DropInterests	0	0
10	monitor7	4	dev=local(4)	OutData	1772	1976.98
10	monitor7	4	dev=local(4)	DropData	0	0
10	monitor7	-1	all	SatisfiedInterests	1772	0
10	monitor7	-1	all	TimedOutInterests	0	0
20	server0	0	dev=net(0)	DropInterests	0	0
20	server0	0	dev=net(0)	OutData	6154	6861.59
20	server0	0	dev=net(0)	DropData	0	0
20	server0	2	dev=local(2)	DropInterests	0	0
20	server0	2	dev=local(2)	OutData	0	0
20	server0	2	dev=local(2)	DropData	0	0
20	server0	-1	all	SatisfiedInterests	6154	0
20	server0	-1	all	TimedOutInterests	0	0
20	server1	0	dev=net(0)	DropInterests	0	0
20	server1	0	dev=net(0)	OutData	6239	6950.32
20	server1	0	dev=net(0)	DropData	0	0
20	server1	2	dev=local(2)	DropInterests	0	0
20	server1	2	dev=local(2)	OutData	0	0
20	server1	2	dev=local(2)	DropData	0	0
20	server1	-1	all	SatisfiedInterests	6239	0
20	server1	-1	all	TimedOutInterests	0	0
20	server2	0	dev=net(0)	DropInterests	0	0
20	server2	0	dev=net(0)	OutData	6202	6933.32
20	server2	0	dev=net(0)	DropData	0	0
20	server2	2	dev=local(2)	DropInterests	0	0
20	server2	2	dev=local(2)	OutData	0	0
20	server2	2	dev=local(2)	DropData	0	0
20	server2	-1	all	SatisfiedInterests	6202	0
20	server2	-1	all	TimedOutInterests	0	0
20	client0	0	dev=net(0)	DropInterests	0	0
20	client0	0	dev=net(0)	OutData	0	0
20	client0	0	dev=net(0)	DropData	0	0
20	client0	2	dev=local(2)	DropInterests	0	0
20	client0	2	dev=local(2)	OutData	1008	1124.63
20	client0	2	dev=local(2)	DropData	0	0
20	client0	-1	all	SatisfiedInterests	1008	0
20	client0	-1	all	TimedOutInterests	0	0
20	client1	0	dev=net(0)	DropInterests	0	0
20	client1	0	dev=net(0)	OutData	0	0
20	client1	0	dev=net(0)	DropData	2	2.23145
20	client1	2	dev=local(2)	DropInterests	0	0
20	client1	2	dev=local(2)	OutData	993	1107.79
20	client1	2	dev=local(2)	DropData	0	0
20	client1	-1	all	SatisfiedInterests	993	0
20	client1	-1	all	TimedOutInterests	0	0
20	client2	0	dev=net(0)	DropInterests	0	0
20	client2	0	dev=net(0)	OutData	0	0
20	client2	0	dev=net(0)	DropData	1	1.11328
20	client2	2	dev=local(2)	DropInterests	0	0
20	client2	2	dev=local(2)	OutData	970	1082.18
20	client2	2	dev=local(2)	DropData	0	0
20	client2	-1	all	SatisfiedInterests	970	0
20	client2	-1	all	TimedOutInterests	0	0
20	client3	0	dev=net(0)	DropInterests	0	0
20	client3	0	dev=net(0)	OutData	0	0
20	client3	0	dev=net(0)	DropData	0	0
20	client3	2	dev=local(2)	DropInterests	0	0
20	client3	2	dev=local(2)	OutData	954	1064.24
20	client3	2	dev=local(2)	DropData	0	0
20	client3	-1	all	SatisfiedInterests	954	0
20	client3	-1	all	TimedOutInterests	0	0
20	client4	0	dev=net(0)	DropInterests	0	0
20	client4	0	dev=net(0)	OutData	0	0
20	client4	0	dev=net(0)	DropData	0	0
20	client4	2	dev=local(2)	DropInterests	0	0
20	client4	2	dev=local(2)	OutData	969	1081
20	client4	2	dev=local(2)	DropData	0	0
20	client4	-1	all	SatisfiedInterests	969	0
20	client4	-1	all	TimedOutInterests	0	0
20	client5	0	dev=net(0)	DropInterests	0	0
20	client5	0	dev=net(0)	OutData	0	0
20	client5	0	dev=net(0)	DropData	0	0
20	client5	2	dev=local(2)	DropInterests	0	0
20	client5	2	dev=local(2)	OutData	971	1083.27
20	client5	2	dev=local(2)	DropData	0	0
20	client5	-1	all	SatisfiedInterests	971	0
